SMILES,Water Solubility,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
c1(ccccc1)[C@@H](C)Cl,2.1789769472931693,5.803148148148147,0.1307407407407406,5.803148148148147,0.1307407407407406,0.5264690143632134,140.613,131.541,140.039277968,48,0,0.055656000381941656,-0.11813263013143549,0.11813263013143549,0.055656000381941656,1.2222222222222223,1.7777777777777777,2.111111111111111,2.848234050597751,167.1823264341432,6.690234444311988,5.342066088146981,6.097995034165436,4.304530452640311,2.994926896543391,3.431362677015376,2.026685572471761,2.6813392431797385,1.2588939824149243,1.5108702977544093,0.7182283052740538,0.8637068987647154,-0.49000000000000005,129.22533870330605,6.627508813160988,2.8813530949184365,1.7210460363481006,60.46455357517186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.600939890232516,30.33183534230805,12.487188691387619,0.0,5.3770878682057255,0.0,11.600939890232516,0.0,0.0,0.0,12.30082506789635,0.0,35.89528683400505,0.0,0.0,0.0,0.0,0.0,11.600939890232516,0.0,0.0,0.0,17.864276559593346,30.33183534230805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3770878682057255,0.0,0.0,5.563451491696996,0.0,37.255572541998674,0.0,11.600939890232516,0.0,5.803148148148147,0.0,0.1307407407407406,1.1797839506172842,0.0,10.028302469135802,0.0,1.9691358024691359,0.0,0.25,9,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,2.9864000000000015,40.71000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1cc(c(cc1N=C=O)Cl)Cl,1.3856062735983121,9.802754157218443,0.37793209876543243,9.802754157218443,0.37793209876543243,0.4915381706761963,188.013,184.989,186.959169076,56,0,0.24000787121118874,-0.2109686165609381,0.24000787121118874,0.2109686165609381,1.2727272727272727,2.0,2.5454545454545454,3.1434474406847612,318.2166542987258,8.267584713501616,5.343441639551152,6.855299531588061,5.236382105218448,2.7673360854537012,3.523265031472156,1.801502210172504,2.615902463653716,1.0779272570922536,1.8169565358302702,0.6072933730091821,0.8996250857202205,-0.8199999999999998,310.2236678728679,8.278231827111984,3.5360505755490106,2.0537521286069143,73.4597222735608,0.0,0.0,0.0,6.079939479738863,0.0,0.0,0.0,4.794537184071822,4.992404732635669,0.0,23.20187978046503,18.19910120538483,0.0,15.732652902166215,4.794537184071822,34.96920553488746,0.0,0.0,4.992404732635669,0.0,0.0,28.244367832867482,0.0,0.0,0.0,5.687386274683562,0.0,23.20187978046503,6.079939479738863,4.794537184071822,0.0,0.0,23.1915059380205,10.045266627482652,0.0,0.0,29.43,0.0,4.794537184071822,0.0,0.0,15.732652902166215,0.0,12.146306548200474,12.13273413692322,0.0,4.992404732635669,23.20187978046503,0.0,11.236469198790626,13.162723293020912,0.8191502897455285,0.4531481481481485,0.0,4.646790123456791,1.4039411690602166,0.0,0.0,0.0,11,0,2,0,0,0,1,0,1,2,0,4,1,0,0,0,1,2.9607,44.243500000000004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C(c1cc([N+]([O-])=O)c(O)cc1)(F)(F)F,2.606381365110605,12.058762282690854,-4.654305555555556,12.058762282690854,0.287037037037037,0.5672313693058468,207.10699999999997,203.07499999999996,207.014327648,76,0,0.41616519610366065,-0.5020924027387357,0.5020924027387357,0.41616519610366065,1.3571428571428572,1.9285714285714286,2.357142857142857,3.2678864147042823,374.93303613863793,10.930721420318147,6.576867998524201,6.576867998524201,6.320385770685808,3.3673425483964943,3.3673425483964943,2.4583623781118566,2.4583623781118566,1.4994372289998374,1.4994372289998374,0.845998658576341,0.845998658576341,-1.7900000000000003,865.2657200238334,10.29190008190008,3.166666786803354,1.9251459740841725,75.74016091736809,5.106527394840706,0.0,5.749511833283905,0.0,0.0,11.863684792127037,10.114318268765572,0.0,13.171245143024459,0.0,0.0,12.13273413692322,6.06636706846161,10.486762540514666,23.201083586682834,5.687386274683562,0.0,0.0,0.0,6.176298517443475,0.0,33.876870965847395,0.0,5.749511833283905,0.0,18.858631417708022,5.749511833283905,0.0,10.029838443658377,6.176298517443475,10.114318268765572,5.563451491696996,18.19910120538483,0.0,0.0,0.0,63.370000000000005,28.099959165925608,23.28556341179003,0.0,6.06636706846161,12.13273413692322,0.0,0.0,0.0,0.0,0.0,5.106527394840706,36.176286848072564,0.0,9.100349584278156,19.04123393801965,-2.1233101851851846,-0.788888888888889,1.498634259259259,-4.654305555555556,0.0,0.0,0.14285714285714285,14,1,4,0,0,0,1,0,1,3,1,7,1,0,0,0,1,2.3191999999999995,39.763200000000005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1cc(Cl)ccc1NC(=O)OC,2.5352941200427703,10.699815759637188,-0.4885903250188963,10.699815759637188,0.4885903250188963,0.7303129647377388,185.60999999999996,177.546,185.024356176,64,0,0.4108341725183247,-0.4526336423597888,0.4526336423597888,0.4108341725183247,1.4166666666666667,2.0,2.5,2.6449316670687715,270.8912787750557,8.974691494688164,6.503862130695456,7.2597910767139116,5.719545352812841,3.3268460224782586,3.704810495487486,2.1234746486280023,2.5599104290999875,1.2760167163254978,1.5279930316649826,0.7021041128482652,0.8280922705180077,-1.22,534.2865080958904,8.872764378478664,3.97035601964101,2.432791231247287,75.28948308833053,4.736862953800049,0.0,0.0,0.0,0.0,6.093240070938415,5.316788604006331,4.794537184071822,0.0,0.0,11.600939890232516,24.26546827384644,10.710019588424888,7.109797541277533,9.53140013787187,23.381566235854493,0.0,0.0,0.0,0.0,12.426586145283864,29.288101587587764,0.0,0.0,5.316788604006331,10.481923458755384,0.0,11.600939890232516,13.203037612215947,4.736862953800049,0.0,0.0,24.26546827384644,5.022633313741326,0.0,0.0,38.33,6.093240070938415,4.794537184071822,0.0,0.0,10.710019588424888,0.0,7.109797541277533,24.26546827384644,0.0,10.05365155780638,11.600939890232516,4.401338577097506,5.638137221452366,10.699815759637188,3.129011558327035,0.6585648148148151,0.0,6.762067901234568,-0.4885903250188963,0.0,1.3107656035665296,0.125,12,1,3,0,0,0,1,0,1,2,1,4,1,0,0,0,1,2.5183,47.479700000000015,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1(c(c(c(Cl)c(c1Cl)Cl)Cl)OC)OC,0.2013971243204515,5.87449074074074,0.14905864197530905,5.87449074074074,0.14905864197530905,0.5912541230745719,275.946,269.898,273.912190152,78,0,0.18212490759426078,-0.4913159855506983,0.4913159855506983,0.18212490759426078,0.6428571428571429,0.9285714285714286,1.1428571428571428,3.5656858355463434,330.0942913293867,10.87831517751085,7.328354472964635,10.352070257038452,6.540111220059324,3.480673817410044,4.992531709446952,2.32242552694618,3.8342834189830906,1.5912981074955916,3.3586732606189953,0.9560194233622218,1.9283048820099187,-0.02000000000000013,1205.566074462099,12.051530758226038,4.6665654443232025,1.8448713136770318,101.60144271483063,9.473725907600098,10.045266627482652,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.40375956093006,0.0,0.0,24.264861710037717,9.473725907600098,46.40375956093006,0.0,0.0,0.0,0.0,14.219595082555067,20.090533254965305,0.0,11.49902366656781,9.473725907600098,0.0,11.49902366656781,46.40375956093006,14.219595082555067,0.0,0.0,0.0,0.0,20.090533254965305,0.0,0.0,18.46,0.0,0.0,0.0,31.589556921533116,0.0,0.0,14.219595082555067,0.0,0.0,0.0,55.87748546853016,9.998364197530865,23.372803602922644,0.0,0.6600000000000021,0.0,0.5436419753086426,0.0,0.0,0.0,2.869634668682288,0.25,14,0,2,0,0,0,1,0,1,2,0,6,2,0,0,0,1,4.3174,59.58600000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1(S(=O)(=O)Nc2ccc(nn2)OC)ccc(cc1)N,2.167317334748176,12.01639132968002,-3.6985370606575967,12.01639132968002,0.09659079218107047,0.8045216732232588,280.309,268.21299999999997,280.063011244,100,0,0.2625955734796373,-0.4799182844910456,0.4799182844910456,0.2625955734796373,1.105263157894737,1.7894736842105263,2.3157894736842106,2.2260999223548406,653.3445828576388,13.880468888623982,10.068872237182752,10.885368818110477,9.009168480202892,5.271893597156641,6.755056844751033,3.6354700116381986,5.317872253047716,2.278546753381067,3.64918168261016,1.3269069443231714,2.323341790181998,-2.3499999999999996,18853.685728991604,13.090417626335174,5.105224589522321,3.103978375012307,110.02526297279809,10.470530430962235,0.0,5.817862777835028,5.879988336435371,10.023291153407584,0.0,4.722094864452088,8.417796984328938,0.0,10.197363616602075,0.0,30.33183534230805,11.753753343145172,12.005281016795308,13.154659938128987,21.528540205926173,0.0,10.197363616602075,0.0,4.895483475517775,17.565559882891808,36.39820241076966,0.0,5.879988336435371,15.192625295414324,11.50524905251859,5.879988336435371,0.0,25.724958142208546,10.023291153407584,0.0,0.0,41.293685886287435,0.0,0.0,0.0,107.2,10.023291153407584,8.417796984328938,0.0,10.713346253352803,11.567374611118932,0.0,43.50799995204719,0.0,0.0,14.919458481054164,10.470530430962235,31.1727123774594,0.0,0.09659079218107047,7.3577617682875625,5.992072203068984,0.4102385407535123,8.805836482741244,0.0,0.0,-2.251878831158441,0.09090909090909091,19,3,7,0,0,0,1,1,2,6,2,8,4,0,0,0,2,0.8681999999999999,70.24690000000002,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
c1(c(c(ccc1)C)C)CC,1.2405492482825997,2.196759259259259,1.1463425925925925,2.196759259259259,1.1463425925925925,0.5537053444239534,134.222,120.10999999999997,134.109550448,54,0,-0.030471464852069557,-0.061711031027934835,0.061711031027934835,0.030471464852069557,1.2,1.9,2.4,3.14303948130643,223.47996149735152,7.5604779323150675,6.939157588755425,6.939157588755425,4.753218857624055,3.8046771076361146,3.8046771076361146,2.7125879233746772,2.7125879233746772,2.09771313862671,2.09771313862671,1.194875001320706,1.194875001320706,-0.78,196.89608671230735,7.328459869848157,2.8694839561664094,1.2058371566563812,62.89117157708339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.122838405075456,36.958650497398246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.19203322199788,0.0,34.88945568047582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,13.847474399381248,23.614091674781612,18.19910120538483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,16.690354475090988,0.0,0.0,38.9703128044567,0.0,0.0,0.0,0.0,0.0,4.323472222222223,0.0,6.48412037037037,1.1463425925925925,6.546064814814815,0.0,0.4,10,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2.8658400000000013,45.294000000000025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C(c1cc(c(Cl)cc1)N)(F)(F)F,2.0492180226701815,12.000939153439154,-4.3623919753086415,12.000939153439154,0.06343364197530854,0.6331815080954197,195.57099999999994,190.53099999999995,195.0062615,66,0,0.41598695554171755,-0.3975103421187199,0.41598695554171755,0.3975103421187199,1.25,1.8333333333333333,2.25,3.138261335720987,295.19322947353925,9.35337115112852,5.821258968795411,6.577187914813867,5.40970216816285,3.032637952325852,3.410602425335079,2.2340512028640442,2.64125132960465,1.3233258048025338,1.6675318527082685,0.7200774401077681,0.8376259915016374,-0.9000000000000001,347.98073447272833,9.19009009009009,2.8603023152422966,1.8224443698299801,71.93610836656666,5.733667477162185,0.0,0.0,0.0,0.0,6.176298517443475,0.0,0.0,13.171245143024459,0.0,11.600939890232516,18.19910120538483,0.0,16.273471080121883,13.171245143024459,17.28832616491608,0.0,0.0,0.0,6.176298517443475,5.733667477162185,28.78518601082315,0.0,0.0,5.733667477162185,18.858631417708022,0.0,11.600939890232516,0.0,6.176298517443475,0.0,5.563451491696996,18.19910120538483,5.022633313741326,0.0,0.0,26.02,11.73975000914047,13.171245143024459,0.0,10.710019588424888,0.0,18.19910120538483,0.0,0.0,0.0,0.0,17.3346073673947,36.00281746031746,5.438386243386242,0.0,0.127777777777778,4.3343441358024695,0.0,2.8201774691358024,-4.3623919753086415,0.0,0.0,0.14285714285714285,12,2,1,0,0,0,1,0,1,1,1,5,0,0,0,0,1,2.941,40.8664,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1(c(cccc1)Br)F,2.5477747053878224,12.271828703703704,-0.21527777777777746,12.271828703703704,0.21527777777777746,0.5678956661095027,175.0,170.96799999999996,173.948040448,42,0,0.1368730581083314,-0.20576167796333164,0.20576167796333164,0.1368730581083314,1.25,1.875,2.25,3.134861511345448,164.63833891467198,5.983127663125441,4.0653300227769575,5.651326561891661,3.8045304526403108,2.2053147421988535,2.9983130117562053,1.4141087741285032,2.268445673303024,0.8243725893430109,1.4674868145852875,0.4392945764211886,0.7240735428126955,-0.37000000000000005,72.49526582754562,5.761061598951508,2.266093076218851,1.0680801597211957,55.464486128064564,0.0,5.817220841045895,0.0,0.0,0.0,0.0,0.0,4.39041504767482,0.0,0.0,12.13273413692322,28.06267803487257,0.0,4.472719515832414,4.39041504767482,15.929943897949348,0.0,0.0,0.0,0.0,0.0,34.55540863072475,0.0,0.0,0.0,4.39041504767482,0.0,15.929943897949348,0.0,0.0,5.817220841045895,0.0,28.738187789678854,0.0,0.0,0.0,0.0,0.0,4.39041504767482,0.0,5.817220841045895,4.472719515832414,0.0,6.06636706846161,18.19910120538483,0.0,15.929943897949348,0.0,12.785717592592594,3.020162037037037,0.0,0.0,0.0,-0.21527777777777746,6.492731481481481,0.0,0.0,0.0,0.0,8,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,2.5882000000000005,34.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1c(cccc1Br)F,2.577491799837225,12.1375,-0.20891203703703676,12.1375,0.20891203703703676,0.5678956661095027,175.0,170.96799999999996,173.948040448,42,0,0.12383166615693546,-0.20696954171247048,0.20696954171247048,0.12383166615693546,1.375,2.125,2.5,3.077660437970554,168.38833891467198,5.983127663125441,4.0653300227769575,5.651326561891661,3.7876937002347035,2.1993316780551457,2.9923299476124976,1.4398901041659335,2.355565632957623,0.7866639489141559,1.2799155876311958,0.45991422889224665,0.8312163999555527,-0.37000000000000005,64.0524865010122,5.761061598951508,2.266093076218851,1.3014209769789584,55.464486128064564,0.0,5.817220841045895,0.0,0.0,0.0,0.0,0.0,4.39041504767482,0.0,0.0,21.99631096641096,18.19910120538483,4.472719515832414,0.0,4.39041504767482,15.929943897949348,0.0,0.0,0.0,0.0,0.0,34.55540863072475,0.0,0.0,0.0,4.39041504767482,0.0,15.929943897949348,0.0,0.0,5.817220841045895,0.0,28.738187789678854,0.0,0.0,0.0,0.0,0.0,4.39041504767482,0.0,5.817220841045895,0.0,4.472719515832414,12.13273413692322,12.13273413692322,0.0,15.929943897949348,0.0,12.912962962962963,3.1220833333333333,0.0,0.0,0.0,-0.20891203703703676,6.257199074074075,0.0,0.0,0.0,0.0,8,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,2.5882000000000005,34.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
